time_stamp,ADA-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ETH-USD,LTC-USD,MATIC-USD,SHIB-USD,SOL-USD,TRX-USD,USDC-USD,USDT-USD,XRP-USD
2016-06-19,0.0,0.0,0.0,136184992,0.0,0.0,0.0,3760240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-20,0.0,0.0,0.0,174511008,0.0,0.0,0.0,4154880,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-21,0.0,0.0,0.0,309944000,0.0,0.0,0.0,11984800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-22,0.0,0.0,0.0,266392992,0.0,0.0,0.0,11522400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-23,0.0,0.0,0.0,253462000,0.0,0.0,0.0,11138900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-24,0.0,0.0,0.0,224316992,0.0,0.0,0.0,9364750,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-25,0.0,0.0,0.0,126656000,0.0,0.0,0.0,6057000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-26,0.0,0.0,0.0,109225000,0.0,0.0,0.0,4480920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-27,0.0,0.0,0.0,122134000,0.0,0.0,0.0,2749620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-28,0.0,0.0,0.0,138384992,0.0,0.0,0.0,2867420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-29,0.0,0.0,0.0,142456000,0.0,0.0,0.0,2211450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-30,0.0,0.0,0.0,138980000,0.0,0.0,0.0,2864910,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,134431008,0.0,0.0,0.0,6987180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-02,0.0,0.0,0.0,112354000,0.0,0.0,0.0,16646200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-03,0.0,0.0,0.0,129512000,0.0,0.0,0.0,7659710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04,0.0,0.0,0.0,92008400,0.0,0.0,0.0,5062640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-05,0.0,0.0,0.0,130476000,0.0,0.0,0.0,4707390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-06,0.0,0.0,0.0,134960992,0.0,0.0,0.0,3238960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-07,0.0,0.0,0.0,258091008,0.0,0.0,0.0,6277860,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-08,0.0,0.0,0.0,141970000,0.0,0.0,0.0,5033530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-09,0.0,0.0,0.0,180536000,0.0,0.0,0.0,6256370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-10,0.0,0.0,0.0,102532000,0.0,0.0,0.0,3039620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-11,0.0,0.0,0.0,107910000,0.0,0.0,0.0,3282920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-12,0.0,0.0,0.0,138172992,0.0,0.0,0.0,2734250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-13,0.0,0.0,0.0,131449000,0.0,0.0,0.0,2215370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-14,0.0,0.0,0.0,98511400,0.0,0.0,0.0,1663660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-15,0.0,0.0,0.0,81673104,0.0,0.0,0.0,1668020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-16,0.0,0.0,0.0,50330200,0.0,0.0,0.0,1378140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-17,0.0,0.0,0.0,74407904,0.0,0.0,0.0,2155230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-18,0.0,0.0,0.0,69465000,0.0,0.0,0.0,1577810,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-19,0.0,0.0,0.0,61203300,0.0,0.0,0.0,1563330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-20,0.0,0.0,0.0,94636400,0.0,0.0,0.0,1908710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
