time_stamp,price_usd_close,price_drawdown_relative,block_count,block_interval_mean,block_interval_median,block_size_mean,block_size_sum,utxo_created_count,utxo_spent_count,utxo_created_value_sum,utxo_spent_value_sum,utxo_created_value_mean,utxo_spent_value_mean,utxo_created_value_median,utxo_spent_value_median,address_count,sending_count,receiving_count,active_count,new_non_zero_count,volume_sum,volume_mean,volume_median,difficulty_latest,hash_rate_mean,active_more_1y_percent,count,rate,size_mean,transfers_volume_sum,transfers_volume_mean,transfers_volume_median
2016-01-11,448.69524978182716,-0.614072628679126,170,515.517647058824,416,656381.005882353,111584771,530110,546140,1824150.77178995,1819900.77178995,3.44107972268018,3.33229716151527,0.02172504,0.02081654,117723289,310119,366101,447870,231149,35.90416653,0.00018795434406800003,0.0001,446162666499717000000,865465360973001000,0.6100120514869021,191026,2.210949074074074,583.884387465588,1819864.86762342,9.52679147144069,0.24351949
2016-01-12,435.48555090765376,-0.625434425722729,170,505.947058823529,309,606917.1,103175907,558341,509375,1280395.96688163,1276145.96688163,2.2932150189251,2.50531723559584,0.01584357,0.02238839,117960074,305923,382766,456620,236785,34.70749772,0.000178257753923,0.0001,446162666499717000000,881836663972653000,0.61012994290762,194704,2.253518518518518,529.66760313091,1276111.25938391,6.55410910604771,0.243385
2016-01-13,432.6577823362845,-0.6278666183790651,148,586.472972972973,445,676355.655405405,100100637,487359,497260,1409539.89068399,1405839.89068399,2.8922003916702,2.82717268769656,0.029400000000000003,0.02677448,118183244,301704,339972,425758,223170,34.27954249,0.00018235448146900003,0.0001,486853010508298000000,809090487327987000,0.61035087765685,187983,2.175729166666666,532.316709489671,1405805.6111415,7.47836565615771,0.28324454
2016-01-14,430.0250259843386,-0.630131079031878,133,654.857142857143,484,718566.368421053,95569327,494585,474524,1228523.94450483,1225198.94450483,2.48394905730026,2.58195358823754,0.023955360000000002,0.02516766,118407117,297906,350687,427593,223873,31.82088874,0.00017383809111200002,0.0001,486853010508298000000,743449187076371000,0.6118565146417051,183049,2.118622685185185,521.931821534128,1225167.12361609,6.6931101705887,0.28032399999999996
2016-01-15,362.4305504507852,-0.68826977845239,122,707.081967213115,462,785503.770491803,95831460,480131,468569,1728312.76958045,1725262.76958045,3.59966919357523,3.68198231120806,0.02925594,0.03232253,118628014,287768,334553,415698,220897,35.76071656,0.00019486005100200003,0.0001,486853010508298000000,688538292706254000,0.612349712883667,183520,2.1240740740740742,522.038764167399,1725227.00886389,9.40075745893574,0.28739821
2016-01-16,388.1881730585918,-0.6661153839288481,142,610.042253521127,422,745876.415492958,105914451,547754,522452,1473914.85920086,1470364.85920086,2.69083358442087,2.81435396783027,0.0111,0.01608104,118882076,340017,406742,501322,254062,34.77336876,0.00018190904257200003,0.0001,486853010508298000000,798064408978578000,0.6126147266055331,191158,2.212476851851852,553.877854968137,1470330.0858321,7.69170050864772,0.20445909
2016-01-17,379.148748639874,-0.673890285280859,151,573.827814569536,389,754065.847682119,113863943,655229,525241,10358180.6875424,10354405.6875424,15.808489379351,19.7136280060818,0.0053,0.012110000000000001,119128878,338046,463129,536248,246802,36.326795,0.00017809260357700001,0.0001,486853010508298000000,848430484105265000,0.6128138838735231,203977,2.360844907407407,558.01579589855,10354369.3607474,50.762435768481,0.2028703
2016-01-18,384.928918248786,-0.66891870230992,173,498.491329479769,347,665508.780346821,115133019,561828,549451,9462153.27350625,9457828.27350625,16.8417260683095,17.2132333429301,0.0207344,0.01845609,119381860,335663,387054,472900,252982,39.48023545,0.00018471841114100002,0.0001,486853010508298000000,976652915942155000,0.6128295271013481,213732,2.47375,538.494876761546,9457788.7932708,44.2506914887372,0.23860199
2016-01-19,376.7663108392438,-0.675939444388693,133,653.887218045113,466,773838.210526316,102920482,489778,523675,8804629.11109532,8801304.11109532,17.9767754188534,16.8068059599853,0.02883247,0.02,119592591,287291,336775,418853,210731,39.67840683,0.00021249648857900002,0.0001,486853010508298000000,744551961061134000,0.612815569920664,186725,2.161168981481481,550.956149417602,8801264.43268849,47.1349012327672,0.31487188
2016-01-20,419.22525017175093,-0.639420076613718,152,566.414473684211,477,862095.006578947,131038441,598930,664292,3967101.06612386,3963301.06612386,6.62364728119117,5.96620321503778,0.018375950000000002,0.010388,119861785,451648,431355,625316,269194,46.47964248,0.000222476856963,0.0001,486853010508298000000,859534904434186000,0.6127856938104911,208919,2.418043981481481,626.992442046923,3963254.58648138,18.9702927281932,0.26877982
2016-01-21,409.26809902414743,-0.647984324107106,137,639.328467153285,470,840199.291970803,115107303,595260,561160,5266985.97493337,5263560.97493337,8.84821082372971,9.379786468980999,0.025,0.03107372,120133961,361494,415770,516423,272176,50.3603795,0.00022623100680100003,0.0001,486853010508298000000,761506855272832000,0.6127943709904621,222606,2.576458333333333,516.890429727865,5263510.61455387,23.6449629145391,0.2949
2016-01-22,383.29492881453876,-0.670324113326488,176,494.420454545455,323,661855.721590909,116486607,570236,586156,7717679.82261773,7713279.82261773,13.5341855347922,13.1590904513777,0.0256,0.02,120393674,369384,399130,501585,259713,45.16359551,0.00021153215355900002,0.0001,486853010508298000000,984694314388522000,0.6096115684548941,213507,2.471145833333333,545.40290950649,7713234.65902222,36.1263783343039,0.310004
2016-01-23,386.9158595464536,-0.66720971378742,179,479.77094972067,321,571501.56424581,102298780,567220,490179,29768145.4690689,29763670.4690689,52.4807754822974,60.7200032418134,0.010543460000000001,0.02008332,120630106,318940,405072,473138,236432,38.59889347,0.000202916047492,0.0001,486853010508298000000,1014761337241760000,0.607465033501264,190221,2.201631944444444,537.578931873971,29763631.8701754,156.468696254228,0.30960000000000004
2016-01-24,402.8010750231029,-0.653546677562387,171,514.672514619883,322,619085.473684211,105863616,586891,495890,67354303.3714194,67350028.3714194,114.764587242638,135.816468110709,0.01134308,0.0248682,120866209,300145,422036,487369,236103,40.1824236,0.00019966024824300002,0.0001,486853010508298000000,945947173549511000,0.607391065027266,201254,2.329328703703703,525.782190664538,67349988.1889958,334.651674943087,0.41268000000000005
2016-01-25,391.1212623042642,-0.6635926038838571,162,533.308641975309,343,719355.969135802,116535667,599226,571620,17367466.2309743,17363416.2309743,28.9831653349059,30.3758025103641,0.02,0.02263697,121140581,362679,420474,517054,274372,45.9839664,0.000207146180874,0.0001,486853010508298000000,912891658205753000,0.606948564870691,221988,2.5693055555555553,524.781051227998,17363370.2470079,78.2176074698089,0.28064128
2016-01-26,391.6668140869515,-0.6631233692184261,160,547.05625,402,742775.6875,118844110,619748,588616,10394314.610623,10390314.610623,16.7718405071467,17.6521103922132,0.028900000000000002,0.028820000000000002,121428098,373330,446023,533660,287517,47.01650631,0.00020409747359600002,0.0001,515539272526690000000,914833624703637000,0.606788052926279,230363,2.666238425925926,515.722550930487,10390267.5941167,45.1038907902597,0.40159236
2016-01-27,394.4466804448489,-0.660732377745598,155,562.509677419355,410,744016.670967742,115322584,596276,573181,13896094.5751461,13892219.5751461,23.3048027677553,24.2370552672649,0.038265299999999995,0.0419,121707305,371741,433279,529064,279207,49.12850373,0.000214047035708,0.0001,515539272526690000000,916498494553636000,0.606871697946306,229522,2.6565046296296293,502.29306558848,13892170.4466423,60.5265309932919,0.39003277000000003
2016-01-28,379.75057770315664,-0.673372645951068,146,594.041095890411,458,797069.246575342,116372110,590159,583526,6084369.44543765,6080719.44543765,10.3097122054186,10.4206486864984,0.02613354,0.026114,122000559,376537,431245,522079,293254,47.43453192,0.00021093357725700002,0.0001,515539272526690000000,867851190924672000,0.606231434141555,224879,2.602766203703703,517.339982835201,6080672.01090573,27.0397503141945,0.28744000000000003
2016-01-29,378.6405195412309,-0.6743274183241961,169,516.698224852071,347,686997.455621302,116102570,564169,581080,7175478.21655676,7171253.21655676,12.7186680171311,12.3412494261664,0.03733145,0.0523155,122293833,401648,410410,531398,293274,46.98023086,0.000209522715397,0.0001,515539272526690000000,997757003470038000,0.606435105473866,224225,2.595196759259259,517.564036124419,7171206.2363259,31.9821885888098,0.32
2016-01-30,377.3488875787101,-0.675438364179433,187,464.700534759358,314,567548.07486631,106131490,583601,516179,3422463.24380961,3417788.24380961,5.86438892978191,6.62132369548084,0.015000030000000001,0.0327,122543689,331509,415821,497442,249856,38.97923245,0.00020029717558900002,0.0001,515539272526690000000,1109401074379350000,0.6064938516948081,194607,2.252395833333333,545.10560771195,3417749.26457716,17.5623141232183,0.37504988
2016-01-31,367.9508595508954,-0.6835217041616101,181,478.375690607735,292,554537.016574586,100371200,559202,489188,1704471.93934913,1699946.93934913,3.04804335347355,3.47503810262952,0.010570620000000001,0.03,122767413,296327,403108,479995,223724,34.55384553,0.00019648049362,0.0001,515539272526690000000,1077687020157200000,0.608200200848077,175864,2.035462962962963,570.474861256412,1699912.3855036,9.66606232943411,0.34990000000000004
2016-02-01,371.37052319412066,-0.680580416503064,161,525.409937888199,377,776969.546583851,125092097,562971,647337,5353569.41784905,5349544.41784905,9.50949412642757,8.26392500019162,0.04512592,0.12250599999999999,123048042,452550,410167,600305,280629,55.98834185,0.000251930784927,0.0001,515539272526690000000,981213401860684000,0.607662569755819,222237,2.5721875,562.655772891091,5349488.4295072,24.0710972048179,0.41636974
2016-02-02,372.96226926144027,-0.6792113394382421,180,501.811111111111,369,803890.633333333,144700314,669182,751638,3818602.54542663,3814102.54542663,5.70637367028208,5.07438759805468,0.02406,0.0651,123370902,514558,489521,688691,322860,58.64427461,0.00024279121067900003,0.0001,515539272526690000000,1027357228868810000,0.6078678135397181,241542,2.795625,598.882923052741,3814043.90115202,15.7903962919577,0.30601176
2016-02-03,368.53490319794935,-0.683019362250137,179,491.597765363128,311,645763.541899441,115591674,506855,604842,1577346.14794524,1572871.14794524,3.11202641375796,2.60046615140027,0.026080000000000002,0.023648,123618464,417302,368157,542778,247562,44.727733,0.00023412145306000003,0.0001,515539272526690000000,1048701415772050000,0.608423078725256,191045,2.211168981481481,604.764856447439,1572826.42021224,8.23275364554049,0.26336388
2016-02-04,388.09502866803325,-0.666195498371377,168,514.529761904762,383,657826.815476191,110514905,551018,547801,2485172.49065863,2480972.49065863,4.51014756443282,4.52896670626493,0.03623718,0.02646,123866775,314589,392797,463655,248311,38.13751292,0.000190218675564,0.0001,515539272526690000000,1001962006275770000,0.60823954421002,200493,2.320520833333333,550.960412582982,2480934.35314571,12.3741694380637,0.3886628
2016-02-05,383.9341258581022,-0.669774333414848,188,465.06914893617,324,646794.223404255,121597314,617936,592090,3487723.17900856,3483023.17900856,5.64414952197084,5.88259078688809,0.033912740000000004,0.03278713,124139344,357930,420466,505350,272569,43.03457951,0.000191010117665,0.0001,515539272526690000000,1108521762206690000,0.608093500064507,225300,2.6076388888888893,539.502179316451,3482980.14442905,15.4592993538797,0.35691154
2016-02-06,375.22738704758757,-0.677263088474219,200,437.34,319,603149.725,120629945,658304,562434,3137891.80174804,3132891.80174804,4.76663031327186,5.5702390000392,0.022,0.02785609,124404862,323328,420294,484549,265518,40.20959148,0.00017954237207300002,0.0001,515539272526690000000,1178806586469770000,0.6080311291489581,223956,2.592083333333333,538.408799049802,3132851.59215656,13.9886923867034,0.3938974
2016-02-07,376.42862922366214,-0.676229887798353,176,496.636363636364,342,700184.903409091,123232543,730464,561116,3041718.26933026,3037318.26933026,4.16409059081662,5.41299529746125,0.00812161,0.016,124677450,313063,459437,525120,272588,38.93269746,0.000183632672653,0.0001,618975430320052000000,1204487476988110000,0.607890371705728,212014,2.4538657407407403,581.034662805294,3037279.3366328,14.3258432774853,0.36776637
2016-02-08,371.21694243336185,-0.6807125128854391,148,580.905405405405,394,819055.817567568,121220261,615301,572565,2629156.67830222,2625456.67830222,4.27296019070705,4.58542991328882,0.026510640000000002,0.03236735,124938994,327993,397203,473864,261544,42.13873335,0.00018761095313100002,0.0001,618975430320052000000,1065535669939370000,0.608095626226666,224607,2.5996180555555553,539.530873926445,2625414.53956887,11.6889257216777,0.48214768
2016-02-09,372.7623707800957,-0.6793832741655961,176,480.159090909091,315,696156.551136364,122523553,615785,576903,2225832.23531665,2221432.23531665,3.61462561659775,3.85061654267121,0.0268,0.030269050000000002,125215631,360077,426353,506994,276637,41.7533383,0.00018070031809300002,0.0001,618975430320052000000,1289104886357850000,0.607789082459756,231064,2.674351851851852,530.06664820136,2221390.48197835,9.61374546436639,0.5480594
2016-02-10,378.95173421310903,-0.674059739403385,164,541.80487804878,382,738433.414634146,121103080,610309,577983,2646048.09174111,2641948.09174111,4.33558753310388,4.5709788899346595,0.04012682,0.0521,125489974,351523,417924,496405,274343,45.10160409,0.000191625718953,0.0001,618975430320052000000,1142432368917000000,0.6078961230069281,235363,2.724108796296296,514.339182454335,2641902.99013702,11.2248016474001,0.54344257
2016-02-11,378.14838162107424,-0.6747507111804181,192,456.625,321,639298.229166667,122745260,597246,614340,2657689.20097641,2652889.20097641,4.449907075102,4.31827522377903,0.03996375,0.03081405,125769228,340753,417808,497552,279254,44.25502408,0.00020048302579400002,0.0001,618975430320052000000,1355544331388010000,0.6075271964868081,220742,2.554884259259259,555.816328564565,2652844.94595233,12.017853176796,0.39182591
2016-02-12,382.39209701651856,-0.671100648185559,171,509.900584795322,340,615090.777777778,105180523,552767,515643,2665208.64134865,2660933.64134865,4.82157697791053,5.16041843164487,0.037,0.035990390000000004,126035926,319196,399994,471634,266698,39.03763903,0.000192915648807,0.0001,618975430320052000000,1213913944751630000,0.607435115904137,202356,2.342083333333333,519.541921168628,2660894.60370962,13.1495710713277,0.365952
2016-02-13,390.65036662988143,-0.663997626067331,156,557.570512820513,395,630542.974358974,98364704,523948,481022,2598268.28923706,2594368.28923706,4.95901938596406,5.39345038114069,0.02895353,0.031006299999999997,126274297,291424,382283,445514,238371,34.91582779,0.00018922619237000002,0.0001,618975430320052000000,1110129420562290000,0.6072962458115441,184519,2.135636574074074,532.898720456968,2594333.37340927,14.0599795869762,0.36735975
2016-02-14,406.5740594276338,-0.6503014951050671,166,523.626506024096,396,624711.975903614,103702188,590251,504174,2778938.77073495,2774788.77073495,4.70806279148177,5.50363321142096,0.01615364,0.0290908,126500603,304515,422623,494377,226306,35.15265778,0.00018907207205100002,0.0001,618975430320052000000,1182093387555840000,0.60757602946762,185922,2.151875,557.535466485951,2774753.61807717,14.9242887774293,0.38520000000000004
2016-02-15,398.8081586422428,-0.6569810257609,152,567.486842105263,376,762567.796052632,115910305,600418,574725,3880471.86323391,3876671.86323391,6.46295058315016,6.74526401885061,0.0499,0.04951598,126761352,342150,421226,498017,260749,42.11669849,0.000191268266552,0.0001,618975430320052000000,1090730893466670000,0.606767370086554,220197,2.548576388888889,526.195152522505,3876629.74653542,17.6052795748141,0.48534171000000004
2016-02-16,407.238241647739,-0.6497302251876611,138,622.079710144928,432,760435.275362319,104940068,556143,517712,3966772.18243644,3963322.18243644,7.13264786653147,7.65545744050058,0.06806961,0.0697856,127019837,326511,395587,479770,258485,42.20291344,0.000195563124716,0.0001,618975430320052000000,995009835919335000,0.606513925945475,215802,2.497708333333333,486.134614137034,3963279.979523,18.3653533309375,0.49587491
2016-02-17,414.8979246844353,-0.6431420535033371,155,567.638709677419,417,773961.051612903,119963963,634120,592024,3984892.8377301,3981017.8377301,6.28413050799551,6.72441968185428,0.0439767,0.048754320000000004,127310650,367990,455878,539591,290813,43.84467565,0.000193080304958,0.0001,618975430320052000000,1090439076418530000,0.6066185980012541,227080,2.62824074074074,528.117289061133,3980973.99305445,17.5311519863243,0.42608684
2016-02-18,421.16569563372616,-0.63775107963482,169,508.917159763314,375,650894.715976331,110001207,577287,539236,3852448.44859633,3848223.44859633,6.67336775052312,7.13643645564525,0.04761904,0.0551,127579514,331517,415894,495709,268864,43.33919321,0.000203652052112,0.0001,618975430320052000000,1216259696583870000,0.606555798589695,212810,2.463078703703703,516.72128659367,3848180.10940312,18.0827033945923,0.42010000000000003
2016-02-19,420.44353590336175,-0.638372216601501,145,606.2,487,767116.04137931,111231826,566758,556203,4782154.68657169,4778529.68657169,8.4377365411193,8.591341086926331,0.055615,0.0438929,127845786,361318,408202,509829,266272,45.93178995,0.000211383766239,0.0001,702191311002898000000,1081834305409500000,0.6062579231796841,217291,2.5149421296296293,511.712514554204,4778483.75478174,21.9911719987563,0.442337
2016-02-20,434.6179274199626,-0.6261806775541531,150,579.98,475,737769.926666667,110665489,603179,541453,4131729.57801993,4127979.57801993,6.84992278912223,7.62389270725238,0.041683410000000004,0.04767467,128102564,333653,425856,500207,256778,41.35279322,0.000191822881833,0.0001,702191311002898000000,1210716422985100000,0.608002821219758,215578,2.495115740740741,513.187120207085,4127938.22522671,19.1482350946138,0.47020059999999997
2016-02-21,438.47243072984276,-0.6228653798529781,128,672.9609375,440,845762.453125,108257594,630856,525213,4198945.52375461,4195745.52375461,6.65594925585977,7.98865512421553,0.02362837,0.04568317,128340101,324239,443527,522161,237537,40.3175371,0.00019525271128200002,0.0001,702191311002898000000,1043435468351980000,0.607778183825015,206489,2.389918981481481,524.135469686041,4195705.20621751,20.3192674002854,0.50035916
2016-02-22,437.4889589178774,-0.6237112740124211,127,687.637795275591,479,898240.102362205,114076493,648611,555906,4461640.10569611,4458465.10569611,6.87876108437287,8.02017806193155,0.048742999999999995,0.08157619,128621901,342093,465122,538684,281800,45.80619995,0.000192812193299,0.0001,702191311002898000000,1021164508157200000,0.607698371697983,237569,2.7496412037037032,480.041562661797,4458419.29949616,18.7668395266053,0.4681
2016-02-23,419.61022318481594,-0.639088957389626,136,639.227941176471,491,883189.882352941,120113824,632369,592230,3962773.45320106,3959373.45320106,6.26655236610432,6.68553341303388,0.06690337,0.06738519999999999,128903598,378090,449275,545937,281697,48.35862446,0.000197695225336,0.0001,702191311002898000000,1098499088933040000,0.6076842629971031,244612,2.831157407407407,490.845653524758,3959325.0945766,16.1861441571819,0.4249
2016-02-24,423.851263269437,-0.6354411954569551,118,735.610169491525,514,918164.491525424,108343410,547482,525934,3669393.31000934,3666443.31000934,6.70230858733131,6.97129926950784,0.07126906,0.0795,129149453,327793,383099,468936,245855,45.99151748,0.00020458041039200003,0.0001,702191311002898000000,954569879707172000,0.607190582495951,224809,2.601956018518518,481.816782246268,3666397.31849186,16.3089436743722,0.39990000000000003
2016-02-25,423.5093989250703,-0.635735236474403,155,553.683870967742,392,799025.129032258,123848895,595882,623261,3095841.03048889,3091966.03048889,5.1953927631459,4.96094899326107,0.03630031,0.03967747,129413971,373253,420292,525409,264518,45.89148285,0.000212327863835,0.0001,702191311002898000000,1268217023868860000,0.6073569792782,216135,2.5015625,572.852601383387,3091920.13900604,14.305504147898,0.3903097
2016-02-26,430.6719637219394,-0.629574641270163,140,622.078571428571,492,765234.95,107132893,544294,524041,3286075.11194331,3282575.11194331,6.03731643549866,6.26396620100967,0.04140505,0.05017278,129657146,330459,391241,474680,243175,42.35918186,0.00020815834226800003,0.0001,702191311002898000000,1128782348812230000,0.607206852378755,203495,2.355266203703703,526.310189439537,3282532.75276145,16.1307784110739,0.40909279
2016-02-27,432.1432341275273,-0.628309186553611,147,591.496598639456,468,673899.108843537,99063169,532336,491418,2530526.51953432,2526851.51953432,4.75362650569251,5.14195963423059,0.01907244,0.02767153,129890471,314307,386131,475375,233325,37.33826946,0.00020512151546400002,0.0001,702191311002898000000,1187143447008920000,0.607128118033608,182030,2.106828703703704,544.008993023114,2526814.18126486,13.881306275146,0.24857548000000002
2016-02-28,431.5065287388273,-0.6288568233674321,134,650.39552238806,454,776566.686567164,104059936,590980,502510,8486292.93903162,8482942.93903162,14.3596956564209,16.8811425424999,0.08710000000000001,0.1129,130159815,308804,418011,488757,269344,44.48851907,0.000190690688763,0.0001,702191311002898000000,1079637369618810000,0.6067461372523011,233302,2.700254629629629,445.886284729661,8482898.45051255,36.3601617239141,0.597882
2016-02-29,436.42224928942983,-0.624628761868754,133,635.744360902256,350,913299.210526316,121468795,676893,587748,9924706.54607893,9921381.54607893,14.6621497726804,16.8803322956079,0.0995,0.11559254000000001,130439086,368172,473755,562740,279271,55.28146424,0.00020846219550700002,0.0001,702191311002898000000,1104518347604910000,0.6064831804703551,265187,3.069293981481481,457.933658135571,9921326.26461469,37.4125664705081,0.75533987
2016-03-01,433.2277035606563,-0.627376423307714,141,629.659574468085,481,905035.893617021,127610061,702171,623397,11003614.9788687,11000089.9788687,15.6708479542287,17.6454008903936,0.07840829,0.11214579999999999,130726654,374495,483797,564995,287568,60.06599979,0.00021688156398300002,0.0001,702191311002898000000,1115191985440840000,0.6019787143710551,276953,3.205474537037037,460.649630081636,11000029.9128689,39.7180384862016,0.65424352
2016-03-02,420.12615262177826,-0.6386452012065801,157,553.891719745223,403,900280.407643312,141344024,673159,697896,5716209.12695653,5712284.12695653,8.4916180678807,8.18500769019531,0.1,0.11,131026206,412048,460782,557668,299552,92.15325496,0.000341246421797,0.0001,702191311002898000000,1267741123347880000,0.603460461256337,270049,3.125567129629629,523.251758014276,5712191.97370157,21.1524277953317,0.6601349999999999
2016-03-03,419.31158198959054,-0.63934582173463,135,634.014814814815,400,920832.703703704,124312415,658300,604673,3528608.92765596,3525233.92765596,5.36018369687975,5.82998402054659,0.025480299999999997,0.07416,131263617,358076,451406,567143,237411,56.09368275,0.000253225182491,0.0001,702191311002898000000,1107531392950170000,0.6028609228553691,221517,2.563854166666666,561.028724657707,3525177.83397321,15.9138027057661,0.4918
2016-03-04,407.2361243772178,-0.6497320462736811,155,560.541935483871,356,786571.696774194,121918613,547949,620156,7461412.16075884,7457537.16075884,13.6169828957784,12.0252600325706,0.04631092,0.047,131494911,379950,377394,526315,231294,51.56297271,0.000248700008247,0.000113,680439658977675000000,1251857878110230000,0.6028887714122191,207330,2.399652777777778,587.849568321041,7457485.59778613,35.9691583359193,0.44248471
2016-03-05,398.50243239160943,-0.65724398403449,150,576.846666666667,449,780037.2,117005580,614034,583466,19515216.2836066,19511466.2836066,31.7819799613811,33.4406225617371,0.05683344,0.1302,131743168,361233,412346,520919,248257,62.07709524,0.000264335575578,0.00013281,680439658977675000000,1179584971704220000,0.602097624823926,234842,2.718078703703703,498.087228860245,19511404.2065113,83.0831120775301,1.0393
2016-03-06,404.6277893211019,-0.6519755019202921,148,586.108108108108,367,628856.202702703,93070718,498931,463073,2011705.87655477,2008005.87655477,4.03203223803442,4.33626205059411,0.0151,0.02641955,131922275,260453,339179,417030,179107,39.12461422,0.000242121245737,0.000113,680439658977675000000,1160945650750440000,0.602233357185312,161591,1.8702662037037032,575.677042657089,2007966.75194055,12.4262288861416,0.31184846
2016-03-07,412.8005827105356,-0.644945998776084,133,639.864661654135,408,708340.443609023,94209279,473488,464966,2900051.67409838,2896726.67409838,6.12486836857203,6.22997525431621,0.04837334,0.04656378,132127366,280299,327688,409449,205091,43.73955784,0.00023885474077300003,0.00011087,680439658977675000000,1063411842777270000,0.602854168992214,183122,2.119467592592592,514.297522962831,2896682.93454054,15.8183229461262,0.33583948
2016-03-08,411.4093473295935,-0.6461426145497451,154,569.428571428571,349,680366.714285714,104776474,552148,510735,2311084.8744972,2307234.8744972,4.18562572806068,4.51747946488336,0.038900000000000004,0.05177867,132362177,314832,377561,465704,234811,44.92403847,0.00022445858217,0.0001,680439658977675000000,1194951734280910000,0.60385238323255,200144,2.316481481481481,523.332490606761,2307189.95045873,11.5276498444059,0.32517857
