time_stamp,Close,AAPL,ADBE,ADP,AMD,AMGN,AMZN,AVGO,BIIB,BKNG,CHTR,CMCSA,COST,CSCO,GILD,GOOGL,INTC,ISRG,JD,MRNA,MSFT,NFLX,NVDA,PEP,PYPL,QCOM,REGN,TMUS,TSLA,TXN,VRTX,^IXIC
2006-01-03,457.3340148925781,2.669642925262451,38.52000045776367,36.74266052246094,32.400001525878906,80.36000061035156,2.378999948501587,16.18000030517578,46.7400016784668,22.68000030517578,35.0,8.743332862854004,49.91999816894531,17.450000762939453,13.675000190734863,10.891641616821289,25.56999969482422,12.866666793823242,20.899999618530273,18.600000381469727,26.84000015258789,3.7214291095733643,3.184999942779541,59.7599983215332,36.709999084472656,44.0,15.899999618530273,54.79999923706055,1.5926669836044312,33.2400016784668,27.899999618530273,2243.739990234375
2006-01-04,457.3340148925781,2.677500009536743,38.41999816894531,36.86161804199219,32.560001373291016,79.9800033569336,2.362499952316284,16.18000030517578,47.27000045776367,22.760000228881836,35.0,8.793333053588867,50.08000183105469,17.850000381469727,13.862500190734863,11.142142295837402,25.90999984741211,13.56222152709961,20.899999618530273,18.600000381469727,26.969999313354492,3.5714290142059326,3.274167060852051,59.72999954223633,36.709999084472656,45.43000030517578,15.920000076293945,54.79999923706055,1.5926669836044312,33.540000915527344,28.309999465942383,2263.4599609375
2006-01-05,457.3340148925781,2.6564290523529053,38.06999969482422,36.55232238769531,33.68000030517578,78.81999969482422,2.382499933242798,16.18000030517578,47.119998931884766,23.010000228881836,35.0,8.80666732788086,49.779998779296875,18.350000381469727,14.154999732971191,11.292291641235352,26.270000457763672,13.3644437789917,20.899999618530273,18.600000381469727,26.989999771118164,3.561429023742676,3.3483328819274902,59.380001068115234,36.709999084472656,45.209999084472656,16.450000762939453,54.79999923706055,1.5926669836044312,34.13999938964844,29.479999542236328,2276.8701171875
2006-01-06,457.3340148925781,2.7249999046325684,39.0,36.86954879760742,33.779998779296875,78.0999984741211,2.3935000896453857,16.18000030517578,47.18000030517578,23.139999389648438,35.0,9.09333324432373,49.849998474121094,18.770000457763672,14.257499694824219,11.653153419494629,26.309999465942383,13.341111183166504,20.899999618530273,18.600000381469727,26.90999984741211,3.575714111328125,3.4033329486846924,59.599998474121094,36.709999084472656,47.36000061035156,17.0,54.79999923706055,1.5926669836044312,34.45000076293945,31.280000686645508,2305.6201171875
2006-01-09,457.3340148925781,2.7160708904266357,38.380001068115234,36.774383544921875,33.25,78.9800033569336,2.3540000915527344,16.18000030517578,47.54999923706055,23.1299991607666,35.0,9.149999618530273,50.04999923706055,19.059999465942383,14.477499961853027,11.684184074401855,26.469999313354492,13.744443893432617,20.899999618530273,18.600000381469727,26.860000610351562,3.5714290142059326,3.498332977294922,59.29999923706055,36.709999084472656,47.56999969482422,17.1299991607666,54.79999923706055,1.5926669836044312,34.18000030517578,33.099998474121094,2318.68994140625
2006-01-10,457.3340148925781,2.887856960296631,38.61000061035156,36.473018646240234,34.93000030517578,77.9800033569336,2.2825000286102295,16.18000030517578,47.959999084472656,22.969999313354492,35.0,9.136667251586914,50.0,18.969999313354492,14.272500038146973,11.755756378173828,26.1200008392334,14.248888969421387,20.899999618530273,18.600000381469727,27.0,3.632857084274292,3.499166965484619,59.099998474121094,36.709999084472656,47.380001068115234,16.719999313354492,54.79999923706055,1.5926669836044312,33.84000015258789,34.040000915527344,2320.320068359375
2006-01-11,457.3340148925781,2.996428966522217,39.33000183105469,36.58404541015625,36.27000045776367,77.80999755859375,2.246500015258789,16.18000030517578,47.529998779296875,22.579999923706055,35.0,9.166666984558105,50.689998626708984,19.399999618530273,14.232500076293945,11.802553176879883,26.139999389648438,14.146666526794434,20.899999618530273,18.600000381469727,27.290000915527344,3.549999952316284,3.625833034515381,58.86000061035156,36.709999084472656,48.79999923706055,16.290000915527344,54.79999923706055,1.5926669836044312,33.79999923706055,33.91999816894531,2331.360107421875
2006-01-12,457.3340148925781,3.010356903076172,39.47999954223633,36.044761657714844,35.349998474121094,77.19999694824219,2.2179999351501465,16.18000030517578,47.060001373291016,22.190000534057617,35.0,9.276666641235352,50.72999954223633,19.200000762939453,14.609999656677246,11.602352142333984,25.969999313354492,14.517778396606445,20.899999618530273,18.600000381469727,27.139999389648438,3.674285888671875,3.574167013168335,58.84000015258789,36.709999084472656,49.0,15.84000015258789,54.79999923706055,1.5926669836044312,33.369998931884766,33.66999816894531,2316.68994140625
2006-01-13,457.3340148925781,3.056786060333252,38.84000015258789,36.28268051147461,34.130001068115234,77.5999984741211,2.2200000286102295,16.18000030517578,46.209999084472656,22.309999465942383,35.0,9.316666603088379,51.0,18.920000076293945,14.850000381469727,11.66791820526123,25.790000915527344,14.216667175292969,20.899999618530273,18.600000381469727,27.190000534057617,3.6514289379119873,3.5425000190734863,58.70000076293945,36.709999084472656,48.63999938964844,16.1299991607666,54.79999923706055,1.5926669836044312,33.029998779296875,33.849998474121094,2317.0400390625
2006-01-17,457.3340148925781,3.0253570079803467,39.439998626708984,35.9495964050293,32.86000061035156,78.22000122070312,2.200000047683716,16.18000030517578,46.38999938964844,22.399999618530273,35.0,9.366666793823242,50.599998474121094,18.68000030517578,14.765000343322754,11.689438819885254,25.520000457763672,14.565555572509766,20.899999618530273,18.600000381469727,26.989999771118164,3.680000066757202,3.5399999618530273,58.43000030517578,36.709999084472656,48.119998931884766,15.949999809265137,54.79999923706055,1.5926669836044312,32.2400016784668,33.59000015258789,2302.68994140625
2006-01-18,457.3340148925781,2.946070909500122,39.72999954223633,36.044761657714844,34.150001525878906,78.83000183105469,2.2160000801086426,16.18000030517578,45.91999816894531,21.920000076293945,35.0,9.396666526794434,50.7400016784668,18.729999542236328,14.654999732971191,11.13388442993164,22.600000381469727,14.29555606842041,20.899999618530273,18.600000381469727,26.829999923706055,3.549999952316284,3.558332920074463,58.38999938964844,36.709999084472656,47.75,15.770000457763672,54.79999923706055,1.5926669836044312,32.099998474121094,34.36000061035156,2279.639892578125
2006-01-19,457.3340148925781,2.822856903076172,40.459999084472656,36.37784957885742,37.130001068115234,78.38999938964844,2.2225000858306885,16.18000030517578,46.04999923706055,21.829999923706055,35.0,9.396666526794434,50.59000015258789,19.020000457763672,14.789999961853027,10.922171592712402,22.399999618530273,14.747777938842773,20.899999618530273,18.600000381469727,27.020000457763672,3.6314289569854736,3.7558329105377197,58.33000183105469,36.709999084472656,48.66999816894531,16.469999313354492,54.79999923706055,1.5926669836044312,32.5,34.689998626708984,2301.81005859375
2006-01-20,457.3340148925781,2.7174999713897705,38.43000030517578,35.93373489379883,35.70000076293945,75.68000030517578,2.196000099182129,16.18000030517578,44.93000030517578,21.299999237060547,35.0,9.25333309173584,49.689998626708984,18.510000228881836,14.390000343322754,9.996496200561523,21.760000228881836,14.231110572814941,20.899999618530273,18.600000381469727,26.40999984741211,3.3528571128845215,3.6508328914642334,57.279998779296875,36.709999084472656,46.959999084472656,15.5,54.79999923706055,1.5926669836044312,31.65999984741211,34.439998626708984,2247.699951171875
2006-01-23,457.3340148925781,2.7739291191101074,37.790000915527344,35.99717712402344,35.470001220703125,74.9000015258789,2.186500072479248,16.18000030517578,44.84000015258789,21.389999389648438,35.0,9.16333293914795,49.130001068115234,18.15999984741211,14.09749984741211,10.698198318481445,21.350000381469727,14.397777557373047,20.899999618530273,18.600000381469727,26.350000381469727,3.325714111328125,3.6716670989990234,57.5,36.709999084472656,46.91999816894531,15.220000267028809,54.79999923706055,1.5926669836044312,31.700000762939453,33.459999084472656,2248.469970703125
2006-01-24,457.3340148925781,2.7157139778137207,39.130001068115234,36.52853012084961,36.77000045776367,74.94000244140625,2.2009999752044678,16.18000030517578,44.41999816894531,21.84000015258789,35.0,9.170000076293945,49.54999923706055,18.329999923706055,14.5024995803833,11.086836814880371,21.280000686645508,14.9022216796875,20.899999618530273,18.600000381469727,26.280000686645508,3.5342860221862793,3.690000057220459,58.040000915527344,36.709999084472656,48.06999969482422,15.109999656677246,54.79999923706055,1.5926669836044312,30.690000534057617,33.540000915527344,2265.25
2006-01-25,457.3340148925781,2.6500000953674316,38.959999084472656,35.9495964050293,38.380001068115234,75.47000122070312,2.180000066757202,16.18000030517578,43.61000061035156,21.6200008392334,35.0,9.096667289733887,49.939998626708984,18.56999969482422,14.34000015258789,10.835836410522461,21.209999084472656,14.698888778686523,20.899999618530273,18.600000381469727,26.399999618530273,4.084286212921143,3.6575000286102295,57.63999938964844,36.709999084472656,47.58000183105469,15.270000457763672,54.79999923706055,1.5926669836044312,29.889999389648438,33.68000030517578,2260.64990234375
2006-01-26,457.3340148925781,2.583214044570923,38.77000045776367,35.608577728271484,40.40999984741211,71.9000015258789,2.2339999675750732,16.18000030517578,44.36000061035156,21.959999084472656,35.0,9.316666603088379,50.09000015258789,18.579999923706055,14.727499961853027,10.8676176071167,21.489999771118164,14.89222240447998,20.899999618530273,18.600000381469727,26.5,4.142857074737549,3.7825000286102295,57.400001525878906,36.709999084472656,47.5,15.520000457763672,54.79999923706055,1.5926669836044312,30.15999984741211,34.209999084472656,2283.0
2006-01-27,457.3340148925781,2.572499990463257,40.08000183105469,35.50547790527344,39.849998474121094,71.30999755859375,2.260999917984009,16.18000030517578,45.22999954223633,21.729999542236328,35.0,9.416666984558105,50.04999923706055,18.780000686645508,14.9350004196167,10.848097801208496,21.670000076293945,15.103333473205566,20.899999618530273,18.600000381469727,27.790000915527344,3.9742860794067383,3.8541669845581055,58.20000076293945,36.709999084472656,48.02000045776367,15.4399995803833,54.79999923706055,1.5926669836044312,30.229999542236328,35.95000076293945,2304.22998046875
2006-01-30,457.3340148925781,2.6785709857940674,39.349998474121094,35.61650848388672,41.400001525878906,72.31999969482422,2.247999906539917,16.18000030517578,44.72999954223633,21.75,35.0,9.270000457763672,49.68000030517578,18.889999389648438,14.475000381469727,10.681180953979492,21.649999618530273,15.108888626098633,20.899999618530273,18.600000381469727,28.0,3.942857027053833,3.810832977294922,57.63999938964844,36.709999084472656,48.56999969482422,15.180000305175781,54.79999923706055,1.5926669836044312,30.049999237060547,34.81999969482422,2306.780029296875
