time_stamp,CL=F,CPI,DXYN,GC=F,SI=F,^DJI,^IXIC,^RUT,^TNX,EURUSD=X,GBPUSD=X,^FTSE,N225
2020-10-04,39.220001220703125,27.329999923706055,0.8899999856948853,1912.5,24.50200080871582,28148.640625,11332.490234375,1581.9599609375,0.7620000243186951,1.1720443964004517,1.2931090593338013,5942.89990234375,23312.140625
2020-10-05,39.220001220703125,27.329999923706055,0.8899999856948853,1912.5,24.50200080871582,28148.640625,11332.490234375,1581.9599609375,0.7620000243186951,1.1720443964004517,1.2931090593338013,5942.89990234375,23312.140625
2020-10-06,40.66999816894531,27.31999969482422,0.8799999952316284,1901.0999755859375,23.8700008392334,27772.759765625,11154.599609375,1577.2900390625,0.7419999837875366,1.1792453527450562,1.2992581129074097,5949.89990234375,23433.73046875
2020-10-07,39.95000076293945,27.34000015258789,0.8600000143051147,1883.5999755859375,23.847999572753906,28303.4609375,11364.599609375,1611.0400390625,0.7850000262260437,1.1737639904022217,1.2883278131484985,5946.2998046875,23422.8203125
2020-10-08,41.189998626708984,27.3700008392334,0.8999999761581421,1888.5999755859375,23.836999893188477,28425.509765625,11420.98046875,1628.550048828125,0.7649999856948853,1.176747441291809,1.2917560338974,5978.0,23647.0703125
2020-10-09,40.599998474121094,27.3700008392334,0.8600000143051147,1919.5,25.069000244140625,28586.900390625,11579.9404296875,1637.550048828125,0.7749999761581421,1.1767003536224365,1.29404616355896,6016.7001953125,23619.689453125
2020-10-10,39.43000030517578,27.399999618530273,0.8999999761581421,1922.5,25.22599983215332,28837.51953125,11876.259765625,1649.050048828125,0.7770000100135803,1.181683897972107,1.3031693696975708,6001.39990234375,23558.689453125
2020-10-11,39.43000030517578,27.399999618530273,0.8999999761581421,1922.5,25.22599983215332,28837.51953125,11876.259765625,1649.050048828125,0.7770000100135803,1.181683897972107,1.3031693696975708,6001.39990234375,23558.689453125
2020-10-12,39.43000030517578,27.399999618530273,0.8999999761581421,1922.5,25.22599983215332,28837.51953125,11876.259765625,1649.050048828125,0.7770000100135803,1.181683897972107,1.3031693696975708,6001.39990234375,23558.689453125
2020-10-13,40.20000076293945,27.360000610351562,0.8700000047683716,1888.5,24.086000442504883,28679.810546875,11863.900390625,1636.8499755859375,0.7269999980926514,1.1816140413284302,1.3065747022628784,5969.7001953125,23601.779296875
2020-10-14,41.040000915527344,27.34000015258789,0.8500000238418579,1901.300048828125,24.36400032043457,28514.0,11768.73046875,1621.6500244140625,0.722000002861023,1.1742188930511475,1.2935272455215454,5935.10009765625,23626.73046875
2020-10-15,40.959999084472656,27.34000015258789,0.8600000143051147,1903.199951171875,24.19300079345703,28494.19921875,11713.8701171875,1638.8800048828125,0.7310000061988831,1.1743981838226318,1.3012362718582153,5832.5,23507.23046875
2020-10-16,40.880001068115234,27.350000381469727,0.8799999952316284,1900.800048828125,24.368999481201172,28606.310546875,11671.5595703125,1633.81005859375,0.7440000176429749,1.1707134246826172,1.2902060747146606,5919.60009765625,23410.630859375
2020-10-17,40.83000183105469,27.280000686645508,0.8600000143051147,1906.4000244140625,24.656999588012695,28195.419921875,11478.8798828125,1613.6300048828125,0.7609999775886536,1.1715501546859741,1.2927746772766113,5884.7001953125,23671.130859375
2020-10-18,40.83000183105469,27.280000686645508,0.8600000143051147,1906.4000244140625,24.656999588012695,28195.419921875,11478.8798828125,1613.6300048828125,0.7609999775886536,1.1715501546859741,1.2927746772766113,5884.7001953125,23671.130859375
2020-10-19,40.83000183105469,27.280000686645508,0.8600000143051147,1906.4000244140625,24.656999588012695,28195.419921875,11478.8798828125,1613.6300048828125,0.7609999775886536,1.1715501546859741,1.2927746772766113,5884.7001953125,23671.130859375
2020-10-20,41.459999084472656,27.299999237060547,0.8899999856948853,1910.4000244140625,24.937000274658203,28308.7890625,11516.490234375,1617.7099609375,0.796999990940094,1.176885962486267,1.2948671579360962,5889.2001953125,23567.0390625
2020-10-21,40.029998779296875,27.290000915527344,0.8500000238418579,1924.5999755859375,25.19700050354004,28210.8203125,11484.6904296875,1603.780029296875,0.8159999847412109,1.1829839944839478,1.2954038381576538,5776.5,23639.4609375
