time_stamp,Close,000001.SS,DX-Y.NYB,GC=F,GLD,IAU,^DJI,^FTSE,^GSPC,^IXIC,^N225,^STOXX50E,^VIX
2016-01-15,364.33099365234375,2900.969970703125,98.95999908447266,1091.5,104.08000183105469,21.020000457763672,15988.080078125,5804.10009765625,1880.3299560546875,4488.419921875,17147.109375,2952.47998046875,27.020000457763672
2016-01-16,387.5360107421875,2913.8369140625,99.12000274658203,1091.5,104.08000183105469,21.020000457763672,15988.080078125,5779.89990234375,1880.3299560546875,4488.419921875,16955.5703125,2935.389892578125,27.020000457763672
2016-01-17,382.29901123046875,2913.8369140625,99.12000274658203,1091.5,104.08000183105469,21.020000457763672,15988.080078125,5779.89990234375,1880.3299560546875,4488.419921875,16955.5703125,2935.389892578125,27.020000457763672
2016-01-18,387.1679992675781,2913.8369140625,99.12000274658203,1091.5,104.08000183105469,21.020000457763672,15988.080078125,5779.89990234375,1880.3299560546875,4488.419921875,16955.5703125,2935.389892578125,27.020000457763672
2016-01-19,380.14898681640625,3007.739013671875,98.98999786376953,1089.9000244140625,103.9800033569336,21.0,16016.01953125,5876.7998046875,1881.3299560546875,4476.9501953125,17048.369140625,2980.489990234375,26.049999237060547
2016-01-20,420.2300109863281,2976.694091796875,99.08999633789062,1107.0999755859375,105.37000274658203,21.280000686645508,15766.740234375,5673.60009765625,1859.3299560546875,4471.68994140625,16416.189453125,2882.590087890625,27.59000015258789
2016-01-21,410.2619934082031,2880.48193359375,99.05999755859375,1099.0999755859375,105.48999786376953,21.299999237060547,15882.6796875,5773.7998046875,1868.989990234375,4472.06005859375,16017.259765625,2943.919921875,26.690000534057617
2016-01-22,382.49200439453125,2916.56201171875,99.56999969482422,1097.199951171875,105.0,21.18000030517578,16093.509765625,5900.0,1906.9000244140625,4591.18017578125,16958.529296875,3023.2099609375,22.34000015258789
2016-01-23,387.4909973144531,2938.514892578125,99.36000061035156,1106.199951171875,106.08000183105469,21.420000076293945,15885.2197265625,5877.0,1877.0799560546875,4518.490234375,17110.91015625,3001.780029296875,24.149999618530273
2016-01-24,402.97100830078125,2938.514892578125,99.36000061035156,1106.199951171875,106.08000183105469,21.420000076293945,15885.2197265625,5877.0,1877.0799560546875,4518.490234375,17110.91015625,3001.780029296875,24.149999618530273
2016-01-25,391.72601318359375,2938.514892578125,99.36000061035156,1106.199951171875,106.08000183105469,21.420000076293945,15885.2197265625,5877.0,1877.0799560546875,4518.490234375,17110.91015625,3001.780029296875,24.149999618530273
2016-01-26,392.15301513671875,2749.784912109375,99.36000061035156,1121.699951171875,107.29000091552734,21.65999984741211,16167.23046875,5911.5,1903.6300048828125,4567.669921875,16708.900390625,3032.840087890625,22.5
2016-01-27,394.97198486328125,2735.55810546875,98.9000015258789,1116.0999755859375,107.69000244140625,21.719999313354492,15944.4599609375,5990.39990234375,1882.949951171875,4468.169921875,17163.919921875,3043.469970703125,23.110000610351562
2016-01-28,380.28900146484375,2655.660888671875,98.51000213623047,1115.5999755859375,106.54000091552734,21.5,16069.6396484375,5931.7998046875,1893.3599853515625,4506.68017578125,17041.44921875,2979.419921875,22.420000076293945
2016-01-29,379.4739990234375,2737.60009765625,99.61000061035156,1116.4000244140625,106.94999694824219,21.559999465942383,16466.30078125,6083.7998046875,1940.239990234375,4613.9501953125,17518.30078125,3045.090087890625,20.200000762939453
2016-01-30,378.2550048828125,2688.85400390625,99.0,1127.9000244140625,108.05000305175781,21.81999969482422,16449.1796875,6060.10009765625,1939.3800048828125,4620.3701171875,17865.23046875,3021.010009765625,19.979999542236328
2016-01-31,368.7669982910156,2688.85400390625,99.0,1127.9000244140625,108.05000305175781,21.81999969482422,16449.1796875,6060.10009765625,1939.3800048828125,4620.3701171875,17865.23046875,3021.010009765625,19.979999542236328
2016-02-01,373.0559997558594,2688.85400390625,99.0,1127.9000244140625,108.05000305175781,21.81999969482422,16449.1796875,6060.10009765625,1939.3800048828125,4620.3701171875,17865.23046875,3021.010009765625,19.979999542236328
2016-02-02,374.447998046875,2749.570068359375,98.87000274658203,1127.300048828125,108.08999633789062,21.81999969482422,16153.5400390625,5922.0,1903.030029296875,4516.9501953125,17750.6796875,2951.85009765625,21.979999542236328
2016-02-03,369.9490051269531,2739.2470703125,97.29000091552734,1141.300048828125,109.25,22.059999465942383,16336.66015625,5837.10009765625,1912.530029296875,4504.240234375,17191.25,2896.6298828125,21.649999618530273
2016-02-04,389.593994140625,2781.02294921875,96.47000122070312,1157.5999755859375,110.56999969482422,22.34000015258789,16416.580078125,5898.7998046875,1915.449951171875,4509.56005859375,17044.990234375,2905.300048828125,21.84000015258789
2016-02-05,386.54901123046875,2763.491943359375,97.02999877929688,1157.800048828125,112.31999969482422,22.65999984741211,16204.9697265625,5848.10009765625,1880.050048828125,4363.14013671875,16819.58984375,2879.389892578125,23.3799991607666
2016-02-06,376.5220031738281,2763.491943359375,96.56999969482422,1197.9000244140625,113.83000183105469,23.0,16027.0498046875,5689.39990234375,1853.43994140625,4283.75,17004.30078125,2785.169921875,26.0
2016-02-07,376.6199951171875,2763.491943359375,96.56999969482422,1197.9000244140625,113.83000183105469,23.0,16027.0498046875,5689.39990234375,1853.43994140625,4283.75,17004.30078125,2785.169921875,26.0
2016-02-08,373.4469909667969,2763.491943359375,96.56999969482422,1197.9000244140625,113.83000183105469,23.0,16027.0498046875,5689.39990234375,1853.43994140625,4283.75,17004.30078125,2785.169921875,26.0
2016-02-09,376.02899169921875,2763.491943359375,96.06999969482422,1198.699951171875,113.58000183105469,22.920000076293945,16014.3798828125,5632.2001953125,1852.2099609375,4268.759765625,16085.4404296875,2736.5,26.540000915527344
2016-02-10,381.64898681640625,2763.491943359375,95.88999938964844,1194.699951171875,114.45999908447266,23.079999923706055,15914.740234375,5672.2998046875,1851.8599853515625,4283.58984375,15713.3896484375,2789.050048828125,26.290000915527344
2016-02-11,379.65399169921875,2763.491943359375,95.55999755859375,1247.9000244140625,119.05999755859375,24.059999465942383,15660.1796875,5537.0,1829.0799560546875,4266.83984375,15713.3896484375,2680.35009765625,28.139999389648438
2016-02-12,384.26300048828125,2763.491943359375,95.9800033569336,1239.0999755859375,118.36000061035156,23.8799991607666,15973.83984375,5707.60009765625,1864.780029296875,4337.509765625,14952.6103515625,2756.159912109375,25.399999618530273
2016-02-13,391.8599853515625,2746.196044921875,95.9800033569336,1239.0999755859375,118.36000061035156,23.8799991607666,15973.83984375,5824.2998046875,1864.780029296875,4337.509765625,16022.580078125,2833.8701171875,25.399999618530273
2016-02-14,407.2300109863281,2746.196044921875,95.9800033569336,1239.0999755859375,118.36000061035156,23.8799991607666,15973.83984375,5824.2998046875,1864.780029296875,4337.509765625,16022.580078125,2833.8701171875,25.399999618530273
2016-02-15,400.18499755859375,2746.196044921875,95.9800033569336,1239.0999755859375,118.36000061035156,23.8799991607666,15973.83984375,5824.2998046875,1864.780029296875,4337.509765625,16022.580078125,2833.8701171875,25.399999618530273
2016-02-16,407.4880065917969,2836.571044921875,96.87000274658203,1207.9000244140625,114.7699966430664,23.139999389648438,16196.41015625,5862.2001953125,1895.5799560546875,4435.9599609375,16054.4296875,2821.260009765625,24.110000610351562
2016-02-17,416.3219909667969,2867.337890625,96.79000091552734,1211.0999755859375,115.4800033569336,23.280000686645508,16453.830078125,6030.2998046875,1926.8199462890625,4534.06005859375,15836.3603515625,2897.719970703125,22.309999465942383
2016-02-18,422.37298583984375,2862.89306640625,96.94999694824219,1226.0999755859375,118.29000091552734,23.899999618530273,16413.4296875,5972.0,1917.8299560546875,4487.5400390625,16196.7998046875,2895.14990234375,21.639999389648438
2016-02-19,420.7850036621094,2860.02099609375,96.5999984741211,1230.4000244140625,117.58000183105469,23.719999313354492,16391.990234375,5950.2001953125,1917.780029296875,4504.43017578125,15967.169921875,2871.050048828125,20.530000686645508
2016-02-20,437.16400146484375,2927.175048828125,97.37999725341797,1209.5,115.48999786376953,23.299999237060547,16620.66015625,6037.7001953125,1945.5,4570.60986328125,16111.0498046875,2933.909912109375,19.3799991607666
2016-02-21,438.7980041503906,2927.175048828125,97.37999725341797,1209.5,115.48999786376953,23.299999237060547,16620.66015625,6037.7001953125,1945.5,4570.60986328125,16111.0498046875,2933.909912109375,19.3799991607666
2016-02-22,437.74798583984375,2927.175048828125,97.37999725341797,1209.5,115.48999786376953,23.299999237060547,16620.66015625,6037.7001953125,1945.5,4570.60986328125,16111.0498046875,2933.909912109375,19.3799991607666
2016-02-23,420.7359924316406,2903.3310546875,97.4800033569336,1222.300048828125,117.22000122070312,23.68000030517578,16431.779296875,5962.2998046875,1921.27001953125,4503.580078125,16052.0498046875,2887.3798828125,20.979999542236328
2016-02-24,424.9549865722656,2928.89599609375,97.45999908447266,1238.699951171875,117.61000061035156,23.719999313354492,16484.990234375,5867.2001953125,1929.800048828125,4542.60986328125,15915.7900390625,2820.239990234375,20.719999313354492
2016-02-25,424.54400634765625,2741.2451171875,97.29000091552734,1238.199951171875,117.91999816894531,23.84000015258789,16697.2890625,6012.7998046875,1951.699951171875,4582.2001953125,16140.33984375,2877.419921875,19.110000610351562
2016-02-26,432.1520080566406,2767.2099609375,98.1500015258789,1219.800048828125,117.11000061035156,23.6200008392334,16639.970703125,6096.0,1948.050048828125,4590.47021484375,16188.41015625,2929.159912109375,19.809999465942383
2016-02-27,432.5190124511719,2687.97900390625,98.20999908447266,1233.9000244140625,118.63999938964844,23.979999542236328,16516.5,6097.10009765625,1932.22998046875,4557.9501953125,16026.759765625,2945.75,20.549999237060547
2016-02-28,433.5039978027344,2687.97900390625,98.20999908447266,1233.9000244140625,118.63999938964844,23.979999542236328,16516.5,6097.10009765625,1932.22998046875,4557.9501953125,16026.759765625,2945.75,20.549999237060547
2016-02-29,437.6969909667969,2687.97900390625,98.20999908447266,1233.9000244140625,118.63999938964844,23.979999542236328,16516.5,6097.10009765625,1932.22998046875,4557.9501953125,16026.759765625,2945.75,20.549999237060547
2016-03-01,435.12298583984375,2733.169921875,98.3499984741211,1230.300048828125,117.7699966430664,23.760000228881836,16865.080078125,6152.89990234375,1978.3499755859375,4689.60009765625,16085.509765625,2996.389892578125,17.700000762939453
2016-03-02,423.989013671875,2849.680908203125,98.20999908447266,1241.0999755859375,118.68000030517578,23.940000534057617,16899.3203125,6147.10009765625,1986.449951171875,4703.419921875,16746.55078125,3022.139892578125,17.09000015258789
2016-03-03,421.6510009765625,2859.758056640625,97.56999969482422,1257.4000244140625,120.7300033569336,24.34000015258789,16943.900390625,6130.5,1993.4000244140625,4707.419921875,16960.16015625,3012.8701171875,16.700000762939453
2016-03-04,410.9389953613281,2874.14697265625,97.33999633789062,1269.9000244140625,120.54000091552734,24.34000015258789,17006.76953125,6199.39990234375,1999.989990234375,4717.02001953125,17014.779296875,3037.35009765625,16.860000610351562
2016-03-05,400.57000732421875,2897.340087890625,97.06999969482422,1263.199951171875,121.13999938964844,24.459999084472656,17073.94921875,6182.39990234375,2001.760009765625,4708.25,16911.3203125,3021.090087890625,17.350000381469727
2016-03-06,407.7070007324219,2897.340087890625,97.06999969482422,1263.199951171875,121.13999938964844,24.459999084472656,17073.94921875,6182.39990234375,2001.760009765625,4708.25,16911.3203125,3021.090087890625,17.350000381469727
2016-03-07,414.3210144042969,2897.340087890625,97.06999969482422,1263.199951171875,121.13999938964844,24.459999084472656,17073.94921875,6182.39990234375,2001.760009765625,4708.25,16911.3203125,3021.090087890625,17.350000381469727
2016-03-08,413.97198486328125,2901.386962890625,97.20999908447266,1262.0999755859375,120.58000183105469,24.34000015258789,16964.099609375,6125.39990234375,1979.260009765625,4648.81982421875,16783.150390625,3002.010009765625,18.670000076293945
2016-03-09,414.8599853515625,2862.555908203125,97.16999816894531,1256.5999755859375,119.58000183105469,24.15999984741211,17000.359375,6146.2998046875,1989.260009765625,4674.3798828125,16642.19921875,3016.179931640625,18.34000015258789
2016-03-10,417.1310119628906,2804.72607421875,96.06999969482422,1272.0,121.5,24.540000915527344,16995.130859375,6036.7001953125,1989.5699462890625,4662.16015625,16852.349609375,2970.780029296875,18.049999237060547
2016-03-11,421.69000244140625,2810.306884765625,96.16999816894531,1258.699951171875,119.41000366210938,24.1200008392334,17213.310546875,6139.7998046875,2022.18994140625,4748.47021484375,16938.869140625,3073.800048828125,16.5
2016-03-12,411.6239929199219,2859.4990234375,96.62000274658203,1244.4000244140625,117.87000274658203,23.780000686645508,17229.130859375,6174.60009765625,2019.6400146484375,4750.27978515625,17233.75,3091.97998046875,16.920000076293945
2016-03-13,414.06500244140625,2859.4990234375,96.62000274658203,1244.4000244140625,117.87000274658203,23.780000686645508,17229.130859375,6174.60009765625,2019.6400146484375,4750.27978515625,17233.75,3091.97998046875,16.920000076293945
2016-03-14,416.43798828125,2859.4990234375,96.62000274658203,1244.4000244140625,117.87000274658203,23.780000686645508,17229.130859375,6174.60009765625,2019.6400146484375,4750.27978515625,17233.75,3091.97998046875,16.920000076293945
2016-03-15,416.8299865722656,2864.367919921875,96.62999725341797,1230.4000244140625,117.95999908447266,23.81999969482422,17251.529296875,6140.0,2015.9300537109375,4728.669921875,17117.0703125,3067.2099609375,16.84000015258789
2016-03-16,417.010986328125,2870.429931640625,95.88999938964844,1229.300048828125,120.58999633789062,24.31999969482422,17325.759765625,6175.5,2027.219970703125,4763.97021484375,16974.44921875,3062.050048828125,14.989999771118164
2016-03-17,420.6210021972656,2904.83203125,94.76000213623047,1264.5,120.12999725341797,24.260000228881836,17481.490234375,6201.10009765625,2040.5899658203125,4774.990234375,16936.380859375,3043.10009765625,14.4399995803833
2016-03-18,409.5480041503906,2955.14990234375,94.98999786376953,1253.800048828125,119.80000305175781,24.200000762939453,17602.30078125,6189.60009765625,2049.580078125,4795.64990234375,16724.810546875,3059.77001953125,14.020000457763672
2016-03-19,410.4440002441406,3018.802001953125,95.29000091552734,1243.800048828125,118.95999908447266,24.020000457763672,17623.869140625,6184.60009765625,2051.60009765625,4808.8701171875,16724.810546875,3048.77001953125,13.789999961853027
2016-03-20,413.7550048828125,3018.802001953125,95.29000091552734,1243.800048828125,118.95999908447266,24.020000457763672,17623.869140625,6184.60009765625,2051.60009765625,4808.8701171875,16724.810546875,3048.77001953125,13.789999961853027
2016-03-21,413.3070068359375,3018.802001953125,95.29000091552734,1243.800048828125,118.95999908447266,24.020000457763672,17623.869140625,6184.60009765625,2051.60009765625,4808.8701171875,16724.810546875,3048.77001953125,13.789999961853027
2016-03-22,418.0889892578125,2999.363037109375,95.6500015258789,1248.199951171875,119.30999755859375,24.100000381469727,17582.5703125,6192.7001953125,2049.800048828125,4821.66015625,17048.55078125,3051.22998046875,14.170000076293945
2016-03-23,418.0409851074219,3009.9599609375,96.05000305175781,1223.699951171875,116.61000061035156,23.520000457763672,17502.58984375,6199.10009765625,2036.7099609375,4768.85986328125,17000.98046875,3042.419921875,14.9399995803833
2016-03-24,416.3940124511719,2960.969970703125,96.13999938964844,1221.4000244140625,116.33000183105469,23.5,17515.73046875,6106.5,2035.93994140625,4773.5,16892.330078125,2986.72998046875,14.739999771118164
2016-03-25,417.177001953125,2979.1259765625,96.13999938964844,1221.4000244140625,116.33000183105469,23.5,17515.73046875,6106.5,2035.93994140625,4773.5,17002.75,2986.72998046875,14.739999771118164
2016-03-26,417.94500732421875,2957.820068359375,95.94000244140625,1219.9000244140625,116.5999984741211,23.559999465942383,17535.390625,6106.5,2037.050048828125,4766.7900390625,17134.369140625,2986.72998046875,15.239999771118164
2016-03-27,426.7650146484375,2957.820068359375,95.94000244140625,1219.9000244140625,116.5999984741211,23.559999465942383,17535.390625,6106.5,2037.050048828125,4766.7900390625,17134.369140625,2986.72998046875,15.239999771118164
2016-03-28,424.2309875488281,2957.820068359375,95.94000244140625,1219.9000244140625,116.5999984741211,23.559999465942383,17535.390625,6106.5,2037.050048828125,4766.7900390625,17134.369140625,2986.72998046875,15.239999771118164
2016-03-29,416.5159912109375,2919.83203125,95.16000366210938,1235.5999755859375,118.76000213623047,23.959999084472656,17633.109375,6105.89990234375,2055.010009765625,4846.6201171875,17103.529296875,3004.8701171875,13.819999694824219
2016-03-30,414.8160095214844,3000.64501953125,94.83999633789062,1226.9000244140625,117.0999984741211,23.65999984741211,17716.66015625,6203.2001953125,2063.949951171875,4869.2900390625,16878.9609375,3044.10009765625,13.5600004196167
2016-03-31,416.72900390625,3003.9150390625,94.58999633789062,1234.199951171875,117.63999938964844,23.760000228881836,17685.08984375,6174.89990234375,2059.739990234375,4869.85009765625,16758.669921875,3004.929931640625,13.949999809265137
2016-04-01,417.9599914550781,3009.530029296875,94.62000274658203,1222.199951171875,116.93000030517578,23.6200008392334,17792.75,6146.10009765625,2072.780029296875,4914.5400390625,16164.16015625,2953.280029296875,13.100000381469727
2016-04-02,420.87298583984375,3009.530029296875,94.51000213623047,1218.0,116.1500015258789,23.440000534057617,17737.0,6164.7001953125,2066.1298828125,4891.7998046875,16123.26953125,2962.280029296875,14.119999885559082
2016-04-03,420.90399169921875,3009.530029296875,94.51000213623047,1218.0,116.1500015258789,23.440000534057617,17737.0,6164.7001953125,2066.1298828125,4891.7998046875,16123.26953125,2962.280029296875,14.119999885559082
2016-04-04,421.4440002441406,3009.530029296875,94.51000213623047,1218.0,116.1500015258789,23.440000534057617,17737.0,6164.7001953125,2066.1298828125,4891.7998046875,16123.26953125,2962.280029296875,14.119999885559082
2016-04-05,424.0299987792969,3053.06494140625,94.62999725341797,1228.4000244140625,117.66000366210938,23.760000228881836,17603.3203125,6091.2001953125,2045.1700439453125,4843.93017578125,15732.8203125,2890.35009765625,15.420000076293945
2016-04-06,423.4129943847656,3050.592041015625,94.43000030517578,1222.5,116.94000244140625,23.6200008392334,17716.05078125,6161.60009765625,2066.659912109375,4920.72021484375,15715.3603515625,2909.360107421875,14.09000015258789
2016-04-07,422.7449951171875,3008.419921875,94.4800033569336,1236.199951171875,118.61000061035156,23.959999084472656,17541.9609375,6136.89990234375,2041.9100341796875,4848.3701171875,15749.83984375,2871.570068359375,16.15999984741211
2016-04-08,420.3489990234375,2984.9580078125,94.23999786376953,1242.5,118.43000030517578,23.920000076293945,17576.9609375,6204.39990234375,2047.5999755859375,4850.68994140625,15821.51953125,2911.97998046875,15.359999656677246
2016-04-09,419.4110107421875,3033.95703125,93.94999694824219,1256.699951171875,120.02999877929688,24.239999771118164,17556.41015625,6200.10009765625,2041.989990234375,4833.39990234375,15751.1298828125,2924.22998046875,16.260000228881836
2016-04-10,421.5639953613281,3033.95703125,93.94999694824219,1256.699951171875,120.02999877929688,24.239999771118164,17556.41015625,6200.10009765625,2041.989990234375,4833.39990234375,15751.1298828125,2924.22998046875,16.260000228881836
2016-04-11,422.4830017089844,3033.95703125,93.94999694824219,1256.699951171875,120.02999877929688,24.239999771118164,17556.41015625,6200.10009765625,2041.989990234375,4833.39990234375,15751.1298828125,2924.22998046875,16.260000228881836
2016-04-12,425.19000244140625,3023.64599609375,93.95999908447266,1259.4000244140625,120.05000305175781,24.260000228881836,17721.25,6242.39990234375,2061.719970703125,4872.08984375,15928.7900390625,2942.090087890625,14.850000381469727
2016-04-13,423.7340087890625,3066.637939453125,94.73999786376953,1246.800048828125,118.7699966430664,24.0,17908.279296875,6362.89990234375,2082.419921875,4947.419921875,16381.2197265625,3039.18994140625,13.84000015258789
2016-04-14,424.2820129394531,3082.362060546875,94.9000015258789,1225.0,117.11000061035156,23.65999984741211,17926.4296875,6365.10009765625,2082.780029296875,4945.89013671875,16911.05078125,3060.860107421875,13.720000267028809
2016-04-15,429.7130126953125,3078.116943359375,94.69999694824219,1233.0999755859375,117.91999816894531,23.81999969482422,17897.4609375,6343.7998046875,2080.72998046875,4938.22021484375,16848.029296875,3054.340087890625,13.619999885559082
2016-04-16,430.5719909667969,3033.659912109375,94.48999786376953,1233.5999755859375,117.73999786376953,23.739999771118164,18004.16015625,6353.5,2094.340087890625,4960.02001953125,16275.9501953125,3064.030029296875,13.350000381469727
2016-04-17,427.39898681640625,3033.659912109375,94.48999786376953,1233.5999755859375,117.73999786376953,23.739999771118164,18004.16015625,6353.5,2094.340087890625,4960.02001953125,16275.9501953125,3064.030029296875,13.350000381469727
2016-04-18,428.59100341796875,3033.659912109375,94.48999786376953,1233.5999755859375,117.73999786376953,23.739999771118164,18004.16015625,6353.5,2094.340087890625,4960.02001953125,16275.9501953125,3064.030029296875,13.350000381469727
2016-04-19,435.5090026855469,3042.822998046875,93.9800033569336,1253.0,119.58000183105469,24.1200008392334,18053.599609375,6405.39990234375,2100.800048828125,4940.330078125,16874.439453125,3112.989990234375,13.239999771118164
2016-04-20,441.3890075683594,2972.583984375,94.48999786376953,1253.199951171875,118.97000122070312,24.0,18096.26953125,6410.2998046875,2102.39990234375,4948.1298828125,16906.5390625,3142.52001953125,13.279999732971191
2016-04-21,449.42498779296875,2952.89111328125,94.5999984741211,1249.0,119.41999816894531,24.100000381469727,17982.51953125,6381.39990234375,2091.47998046875,4945.89013671875,17363.619140625,3151.68994140625,13.949999809265137
2016-04-22,445.73699951171875,2959.239990234375,95.12000274658203,1228.699951171875,117.88999938964844,23.81999969482422,18003.75,6310.39990234375,2091.580078125,4906.22998046875,17572.490234375,3141.1201171875,13.220000267028809
2016-04-23,450.2820129394531,2946.669921875,94.83999633789062,1238.9000244140625,118.2300033569336,23.860000610351562,17977.240234375,6260.89990234375,2087.7900390625,4895.7900390625,17439.30078125,3117.6201171875,14.079999923706055
2016-04-24,458.55499267578125,2946.669921875,94.83999633789062,1238.9000244140625,118.2300033569336,23.860000610351562,17977.240234375,6260.89990234375,2087.7900390625,4895.7900390625,17439.30078125,3117.6201171875,14.079999923706055
2016-04-25,461.4259948730469,2946.669921875,94.83999633789062,1238.9000244140625,118.2300033569336,23.860000610351562,17977.240234375,6260.89990234375,2087.7900390625,4895.7900390625,17439.30078125,3117.6201171875,14.079999923706055
2016-04-26,466.0889892578125,2964.699951171875,94.56999969482422,1242.199951171875,118.69999694824219,23.979999542236328,17990.3203125,6284.5,2091.699951171875,4888.27978515625,17353.279296875,3121.2900390625,13.960000038146973
2016-04-27,444.68701171875,2953.6708984375,94.38999938964844,1249.199951171875,119.04000091552734,24.040000915527344,18041.55078125,6319.89990234375,2095.14990234375,4863.14013671875,17290.490234375,3130.429931640625,13.770000457763672
2016-04-28,449.010986328125,2945.589111328125,93.76000213623047,1265.5,121.29000091552734,24.459999084472656,17830.759765625,6322.39990234375,2075.81005859375,4805.2900390625,16666.05078125,3125.429931640625,15.220000267028809
2016-04-29,455.09698486328125,2938.323974609375,93.08000183105469,1289.199951171875,123.6500015258789,24.959999084472656,17773.640625,6241.89990234375,2065.300048828125,4775.35986328125,16666.05078125,3028.2099609375,15.699999809265137
2016-04-30,448.3179931640625,2938.323974609375,92.62999725341797,1294.699951171875,123.23999786376953,24.899999618530273,17891.16015625,6241.89990234375,2081.429931640625,4817.58984375,16147.3798828125,3032.60009765625,14.680000305175781
2016-05-01,451.875,2938.323974609375,92.62999725341797,1294.699951171875,123.23999786376953,24.899999618530273,17891.16015625,6241.89990234375,2081.429931640625,4817.58984375,16147.3798828125,3032.60009765625,14.680000305175781
2016-05-02,444.66900634765625,2938.323974609375,92.62999725341797,1294.699951171875,123.23999786376953,24.899999618530273,17891.16015625,6241.89990234375,2081.429931640625,4817.58984375,16147.3798828125,3032.60009765625,14.680000305175781
2016-05-03,450.3039855957031,2992.64306640625,92.94000244140625,1290.699951171875,122.95999908447266,24.84000015258789,17750.91015625,6185.60009765625,2063.3701171875,4763.22021484375,16147.3798828125,2974.199951171875,15.600000381469727
2016-05-04,446.72198486328125,2991.27197265625,93.18000030517578,1273.300048828125,122.20999908447266,24.719999313354492,17651.259765625,6112.0,2051.1201171875,4725.64013671875,16147.3798828125,2938.75,16.049999237060547
2016-05-05,447.97601318359375,2997.842041015625,93.77999877929688,1271.4000244140625,122.06999969482422,24.68000030517578,17660.7109375,6117.2998046875,2050.6298828125,4717.08984375,16147.3798828125,2938.75,15.90999984741211
2016-05-06,459.6029968261719,2913.248046875,93.88999938964844,1292.9000244140625,123.18000030517578,24.8799991607666,17740.630859375,6125.7001953125,2057.139892578125,4736.16015625,16106.7197265625,2936.840087890625,14.720000267028809
2016-05-07,458.5360107421875,2832.113037109375,94.1500015258789,1265.5999755859375,120.6500015258789,24.34000015258789,17705.91015625,6114.7998046875,2058.68994140625,4750.2099609375,16216.0302734375,2955.830078125,14.569999694824219
2016-05-08,458.5480041503906,2832.113037109375,94.1500015258789,1265.5999755859375,120.6500015258789,24.34000015258789,17705.91015625,6114.7998046875,2058.68994140625,4750.2099609375,16216.0302734375,2955.830078125,14.569999694824219
